Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
16/06/2026 16:35:32;1;0;0;0;0;0;50.0
16/06/2026 16:35:33;2;0;0;0;0;0;50.0
16/06/2026 16:35:34;3;-39.5;-49.5;82.32;128.55;0;66.67
16/06/2026 16:35:35;4;-17.0;-136.0;259.51;262.38;0;75.0
16/06/2026 16:35:36;5;-45.0;-18.5;82.59;292.85;0;80.0
16/06/2026 16:35:37;6;-16.0;-24.5;248.64;267.25;0;83.33
16/06/2026 16:35:38;7;-24.0;-69.0;148.61;172.49;0;85.71
16/06/2026 16:35:39;8;-58.0;-23.5;254.48;254.51;0;87.5
16/06/2026 16:35:40;9;-23.5;-25.0;251.4;138.63;0;88.89
16/06/2026 16:35:41;10;-73.5;-73.5;0.0;0.0;0;90.0
