Time stamp;Contador;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL
27/05/2026 17:22:35;1;0;0;0;0;1;0
27/05/2026 17:22:38;2;0;0;0;0;2;0
27/05/2026 17:22:41;3;-39.5;-49.5;82.32;128.55;2;0
27/05/2026 17:22:44;4;-17.0;-136.0;259.51;262.38;2;0
27/05/2026 17:22:47;5;-45.0;-18.5;82.59;292.85;2;0
27/05/2026 17:22:50;6;-16.0;-24.5;248.64;267.25;2;0
27/05/2026 17:22:53;7;-24.0;-69.0;148.61;172.49;2;0
27/05/2026 17:22:56;8;-58.0;-23.5;254.48;254.51;2;0
27/05/2026 17:22:59;9;-23.5;-25.0;251.4;139.55;2;0
27/05/2026 17:23:02;10;-73.5;-73.5;0.0;0.0;2;0
