Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
16/06/2026 16:51:45;1;-66.0;-67.0;5.0;5.5;0;100.0
16/06/2026 16:51:46;2;-57.0;-57.0;4.75;5.75;0;100.0
16/06/2026 16:51:47;3;-59.0;-59.0;5.5;5.75;0;100.0
16/06/2026 16:51:48;4;-58.0;-58.0;5.5;5.75;0;100.0
16/06/2026 16:51:49;5;-58.0;-58.0;5.5;5.75;0;100.0
16/06/2026 16:51:50;6;-58.0;-57.0;5.75;5.75;0;100.0
16/06/2026 16:51:51;7;-61.0;-62.0;4.75;5.0;0;100.0
16/06/2026 16:51:52;8;-62.0;-63.0;5.0;5.0;0;100.0
16/06/2026 16:51:53;9;-62.0;-61.0;5.25;4.75;0;100.0
16/06/2026 16:51:54;10;-62.0;-62.0;4.75;5.25;0;100.0
16/06/2026 16:51:55;11;-62.0;-62.0;5.25;5.0;0;100.0
16/06/2026 16:51:56;12;-61.0;-61.0;5.5;5.75;0;100.0
16/06/2026 16:51:57;13;-59.0;-59.0;5.75;5.75;0;100.0
16/06/2026 16:51:58;14;-60.0;-61.0;5.75;5.5;0;100.0
16/06/2026 16:51:59;15;-60.0;-60.0;5.75;5.75;0;100.0
16/06/2026 16:52:00;16;-60.0;-60.0;5.75;5.75;0;100.0
16/06/2026 16:52:01;17;-59.0;-60.0;5.25;5.75;0;100.0
16/06/2026 16:52:02;18;-60.0;-59.0;5.5;5.75;0;100.0
16/06/2026 16:52:03;19;-60.0;-60.0;5.75;5.5;0;100.0
16/06/2026 16:52:04;20;-59.0;-60.0;5.25;5.75;0;100.0
16/06/2026 16:52:05;21;-60.0;-60.0;5.25;5.75;0;100.0
16/06/2026 16:52:06;22;-59.0;-60.0;5.5;5.75;0;100.0
16/06/2026 16:52:07;23;-59.0;-60.0;5.0;5.5;0;100.0
16/06/2026 16:52:08;24;-59.0;-60.0;5.25;5.75;0;100.0
16/06/2026 16:52:09;25;-59.0;-60.0;5.25;5.5;0;100.0
16/06/2026 16:52:10;26;-63.0;-64.0;5.0;5.75;0;100.0
16/06/2026 16:52:11;27;-63.0;-63.0;4.5;5.25;0;100.0
16/06/2026 16:52:12;28;-65.0;-64.0;5.5;5.5;0;100.0
16/06/2026 16:52:13;29;-60.0;-59.0;6.0;5.75;0;100.0
16/06/2026 16:52:14;30;-61.0;-61.0;5.5;5.5;0;100.0
16/06/2026 16:52:15;31;-63.0;-63.0;4.5;4.75;0;100.0
16/06/2026 16:52:16;32;-59.0;-58.0;5.5;6.0;0;100.0
16/06/2026 16:52:17;33;-60.0;-59.0;5.75;5.75;0;100.0
16/06/2026 16:52:18;34;-60.0;-60.0;5.25;5.5;0;100.0
16/06/2026 16:52:19;35;-60.0;-59.0;5.5;5.25;0;100.0
16/06/2026 16:52:20;36;-59.0;-59.0;5.25;5.75;0;100.0
16/06/2026 16:52:21;37;-59.0;-60.0;5.5;5.5;0;100.0
16/06/2026 16:52:22;38;-60.0;-60.0;5.5;5.5;0;100.0
16/06/2026 16:52:23;39;-62.0;-64.0;4.25;5.5;0;100.0
16/06/2026 16:52:24;40;-68.0;-64.0;5.0;5.75;0;100.0
16/06/2026 16:52:25;41;-66.0;-66.0;5.5;5.25;0;100.0
16/06/2026 16:52:26;42;-59.0;-58.0;6.0;6.0;0;100.0
16/06/2026 16:52:27;43;-65.0;-72.0;5.5;2.75;0;100.0
16/06/2026 16:52:28;44;-58.0;-59.0;5.75;6.0;0;100.0
16/06/2026 16:52:29;45;-58.0;-59.0;5.75;6.0;0;98.89
16/06/2026 16:52:30;46;-58.0;-59.0;5.75;6.0;0;97.83
16/06/2026 16:52:31;47;-58.0;-59.0;5.75;6.0;0;96.81
16/06/2026 16:52:32;48;-60.0;-59.0;5.5;5.5;0;96.88
16/06/2026 16:52:33;49;-53.0;-47.0;5.25;6.0;0;96.94
16/06/2026 16:52:34;50;-47.0;-47.0;5.75;5.75;0;97.0
16/06/2026 16:52:35;51;-44.0;-44.0;5.0;5.5;0;97.06
16/06/2026 16:52:36;52;-53.0;-58.0;5.75;5.25;0;97.12
16/06/2026 16:52:37;53;-51.0;-52.0;4.75;5.75;0;97.17
16/06/2026 16:52:38;54;-54.0;-53.0;5.0;5.75;0;97.22
16/06/2026 16:52:39;55;-49.0;-48.0;5.0;5.75;0;97.27
16/06/2026 16:52:40;56;-45.0;-45.0;5.0;5.5;0;97.32
16/06/2026 16:52:41;57;-46.0;-45.0;5.5;5.25;0;97.37
16/06/2026 16:52:42;58;-46.0;-45.0;5.0;5.25;0;97.41
16/06/2026 16:52:43;59;-54.0;-54.0;5.0;5.5;0;97.46
16/06/2026 16:52:44;60;-48.0;-45.0;5.25;5.75;0;97.5
16/06/2026 16:52:45;61;-54.0;-48.0;5.0;5.75;0;97.54
16/06/2026 16:52:46;62;-47.0;-48.0;5.75;6.0;0;97.58
16/06/2026 16:52:47;63;-44.0;-44.0;5.25;5.25;0;97.62
16/06/2026 16:52:48;64;-45.0;-43.0;5.5;5.5;0;97.66
16/06/2026 16:52:49;65;-44.0;-44.0;5.0;5.5;0;97.69
16/06/2026 16:52:50;66;-53.0;-53.0;5.5;5.25;0;97.73
16/06/2026 16:52:51;67;-55.0;-54.0;5.25;5.25;0;97.76
16/06/2026 16:52:52;68;-59.0;-56.0;5.5;5.0;0;97.79
16/06/2026 16:52:53;69;-55.0;-54.0;5.25;5.25;0;97.83
16/06/2026 16:52:54;70;-50.0;-50.0;5.0;5.25;0;97.86
16/06/2026 16:52:55;71;-44.0;-44.0;5.25;5.5;0;97.89
16/06/2026 16:52:56;72;-48.0;-46.0;5.5;5.75;0;97.92
16/06/2026 16:52:57;73;-49.0;-49.0;5.0;5.5;0;97.95
16/06/2026 16:52:58;74;-55.0;-51.0;5.5;5.75;0;97.97
16/06/2026 16:52:59;75;-55.0;-56.0;5.25;5.5;0;98.0
16/06/2026 16:53:00;76;-53.0;-52.0;5.75;6.0;0;98.03
16/06/2026 16:53:01;77;-65.0;-70.0;5.5;5.75;0;98.05
16/06/2026 16:53:02;78;-55.0;-52.0;5.25;6.0;0;98.08
16/06/2026 16:53:03;79;-52.0;-51.0;5.5;4.75;0;98.1
16/06/2026 16:53:04;80;-47.0;-51.0;5.5;5.0;0;98.12
16/06/2026 16:53:05;81;-57.0;-53.0;4.75;5.5;0;98.15
16/06/2026 16:53:06;82;-71.0;-61.0;5.75;5.25;0;98.17
16/06/2026 16:53:07;83;-56.0;-55.0;5.0;5.25;0;98.19
16/06/2026 16:53:08;84;-57.0;-63.0;5.5;5.75;0;98.21
16/06/2026 16:53:09;85;-61.0;-62.0;5.5;5.0;0;98.24
16/06/2026 16:53:10;86;-52.0;-52.0;6.5;6.0;0;98.26
16/06/2026 16:53:11;87;-55.0;-54.0;5.25;5.25;0;98.28
16/06/2026 16:53:12;88;-71.0;-58.0;5.5;6.0;0;98.3
16/06/2026 16:53:13;89;-72.0;-65.0;5.25;5.75;0;98.31
16/06/2026 16:53:14;90;-74.0;-77.0;6.0;5.5;0;98.33
16/06/2026 16:53:15;91;-63.0;-65.0;5.0;5.75;0;98.35
16/06/2026 16:53:16;92;-57.0;-62.0;4.75;5.0;0;98.37
16/06/2026 16:53:17;93;-61.0;-59.0;5.25;5.5;0;98.39
16/06/2026 16:53:18;94;-63.0;-62.0;4.75;5.25;0;98.4
16/06/2026 16:53:19;95;-59.0;-57.0;6.0;5.75;0;98.42
16/06/2026 16:53:20;96;-56.0;-55.0;5.0;5.25;0;98.44
16/06/2026 16:53:21;97;-55.0;-55.0;4.75;5.5;0;98.45
16/06/2026 16:53:22;98;-57.0;-55.0;5.0;5.5;0;98.47
16/06/2026 16:53:23;99;-56.0;-55.0;5.0;5.25;0;98.48
16/06/2026 16:53:24;100;-56.0;-56.0;4.75;5.25;0;98.5
16/06/2026 16:53:25;101;-56.0;-55.0;5.0;5.5;0;98.51
16/06/2026 16:53:26;102;-59.0;-59.0;5.75;5.75;0;98.53
16/06/2026 16:53:27;103;-55.0;-54.0;5.0;6.0;0;98.54
16/06/2026 16:53:28;104;-55.0;-55.0;5.25;5.5;0;98.56
16/06/2026 16:53:29;105;-58.0;-58.0;5.25;5.75;0;98.57
16/06/2026 16:53:30;106;-58.0;-57.0;5.5;5.75;0;98.58
16/06/2026 16:53:31;107;-58.0;-57.0;5.5;5.75;0;98.6
