16/06/2026 15:33:22 ; [18, 2, 13, 18, 2, 38, 0, 1, 0, 0, 1, 0, 0, 1]
16/06/2026 15:33:23 ; [14, 2, 13, 12, 1, 244, 0, 1, 0, 0, 2, 0, 0, 2]
16/06/2026 15:33:24 ; [10, 1, 244, 10, 1, 219, 0, 1, 0, 0, 3, 0, 0, 3]
16/06/2026 15:33:25 ; [8, 2, 13, 8, 1, 169, 0, 1, 0, 0, 4, 0, 0, 4]
16/06/2026 15:33:26 ; [8, 1, 244, 8, 1, 169, 0, 1, 0, 0, 5, 0, 0, 5]
16/06/2026 15:33:27 ; []
16/06/2026 15:33:28 ; [0, 0, 0, 8, 1, 194, 0, 1, 0, 0, 5, 1, 0, 6]
16/06/2026 15:33:29 ; []
16/06/2026 15:33:30 ; [0, 0, 0, 8, 1, 194, 0, 1, 0, 0, 5, 1, 0, 7]
16/06/2026 15:33:31 ; []
16/06/2026 15:33:32 ; [0, 0, 0, 8, 1, 219, 0, 1, 0, 0, 5, 1, 0, 8]
16/06/2026 15:33:33 ; []
16/06/2026 15:33:34 ; [0, 0, 0, 8, 1, 219, 0, 1, 0, 0, 5, 1, 0, 9]
16/06/2026 15:33:35 ; []
16/06/2026 15:33:36 ; [0, 0, 0, 18, 2, 38, 0, 1, 0, 0, 5, 1, 0, 10]
16/06/2026 15:33:37 ; []
16/06/2026 15:33:38 ; [0, 0, 0, 16, 2, 38, 0, 1, 0, 0, 5, 1, 0, 11]
16/06/2026 15:33:39 ; []
16/06/2026 15:33:40 ; [0, 0, 0, 16, 2, 63, 0, 1, 0, 0, 5, 1, 0, 12]
16/06/2026 15:33:41 ; []
16/06/2026 15:33:42 ; [0, 0, 0, 18, 2, 63, 0, 1, 0, 0, 5, 1, 0, 13]
16/06/2026 15:33:43 ; []
16/06/2026 15:33:44 ; [0, 0, 0, 18, 2, 63, 0, 1, 0, 0, 5, 1, 0, 14]
16/06/2026 15:33:45 ; []
16/06/2026 15:33:46 ; [0, 0, 0, 18, 2, 63, 0, 1, 0, 0, 5, 1, 0, 15]
16/06/2026 15:33:48 ; []
