Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
27/05/2026 18:10:15;1;-41.0;-41.0;5.25;5.25;0;100.0
27/05/2026 18:10:16;2;-40.0;-40.0;5.0;5.0;0;100.0
27/05/2026 18:10:17;3;-40.0;-40.0;2.0;5.25;0;83.33
27/05/2026 18:10:18;4;-40.0;-40.0;4.75;5.25;0;100.0
27/05/2026 18:10:19;5;-40.0;-40.0;5.25;5.25;0;100.0
27/05/2026 18:10:20;6;-40.0;-40.0;5.0;5.0;0;100.0
27/05/2026 18:10:21;7;-40.0;-40.0;5.25;5.0;0;100.0
27/05/2026 18:10:22;8;-39.0;-40.0;4.75;5.25;0;100.0
27/05/2026 18:10:23;9;-40.0;-40.0;5.0;5.25;0;100.0
27/05/2026 18:10:24;10;-34.0;-33.0;5.0;5.5;0;100.0
