Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
16/06/2026 15:33:22;1;-65.0;-65.0;5.25;5.5;0;100.0
16/06/2026 15:33:23;2;-67.0;-68.0;5.25;5.0;0;100.0
16/06/2026 15:33:24;3;-69.0;-69.0;5.0;4.75;0;100.0
16/06/2026 15:33:25;4;-70.0;-70.0;5.25;4.25;0;100.0
16/06/2026 15:33:26;5;-70.0;-70.0;5.0;4.25;0;100.0
16/06/2026 15:33:27;6;-70.0;-70.0;5.0;4.25;0;91.67
16/06/2026 15:33:28;7;-74.0;-70.0;0.0;4.5;0;85.71
16/06/2026 15:33:29;8;-74.0;-70.0;0.0;4.5;0;81.25
16/06/2026 15:33:30;9;-74.0;-70.0;0.0;4.5;0;77.78
16/06/2026 15:33:31;10;-74.0;-70.0;0.0;4.5;0;75.0
16/06/2026 15:33:32;11;-74.0;-70.0;0.0;4.75;0;72.73
16/06/2026 15:33:33;12;-74.0;-70.0;0.0;4.75;0;70.83
16/06/2026 15:33:34;13;-74.0;-70.0;0.0;4.75;0;69.23
16/06/2026 15:33:35;14;-74.0;-70.0;0.0;4.75;0;67.86
16/06/2026 15:33:36;15;-74.0;-65.0;0.0;5.5;0;66.67
16/06/2026 15:33:37;16;-74.0;-65.0;0.0;5.5;0;65.62
16/06/2026 15:33:38;17;-74.0;-66.0;0.0;5.5;0;64.71
16/06/2026 15:33:39;18;-74.0;-66.0;0.0;5.5;0;63.89
16/06/2026 15:33:40;19;-74.0;-66.0;0.0;5.75;0;63.16
16/06/2026 15:33:41;20;-74.0;-66.0;0.0;5.75;0;62.5
16/06/2026 15:33:42;21;-74.0;-65.0;0.0;5.75;0;61.9
16/06/2026 15:33:43;22;-74.0;-65.0;0.0;5.75;0;61.36
16/06/2026 15:33:44;23;-74.0;-65.0;0.0;5.75;0;60.87
16/06/2026 15:33:45;24;-74.0;-65.0;0.0;5.75;0;60.42
16/06/2026 15:33:46;25;-74.0;-65.0;0.0;5.75;0;60.0
16/06/2026 15:33:48;26;-74.0;-65.0;0.0;5.75;0;59.62
16/06/2026 15:33:49;27;-74.0;-65.0;0.0;5.25;0;59.26
16/06/2026 15:33:50;28;-74.0;-65.0;0.0;5.75;0;58.93
16/06/2026 15:33:51;29;-74.0;-65.0;0.0;5.75;0;58.62
16/06/2026 15:33:52;30;-74.0;-65.0;0.0;5.5;0;58.33
16/06/2026 15:33:53;31;-74.0;-65.0;0.0;5.5;0;58.06
16/06/2026 15:33:54;32;-74.0;-74.0;0.0;4.5;0;57.81
16/06/2026 15:33:55;33;-74.0;-74.0;0.0;4.5;0;57.58
16/06/2026 15:33:56;34;-74.0;-58.0;0.0;5.5;0;57.35
