Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
16/06/2026 17:32:27;1;-57.0;-59.0;5.5;5.5;0;50.0
16/06/2026 17:32:28;2;-58.0;-58.0;5.75;5.75;0;50.0
16/06/2026 17:32:29;3;-58.0;-58.0;5.5;6.75;0;50.0
16/06/2026 17:32:30;4;-58.0;-58.0;5.5;6.0;0;50.0
16/06/2026 17:32:31;5;-58.0;-57.0;5.5;6.25;0;50.0
16/06/2026 17:32:32;6;-56.0;-56.0;5.0;5.75;0;50.0
16/06/2026 17:32:33;7;-56.0;-56.0;5.0;5.25;0;50.0
16/06/2026 17:32:34;8;-56.0;-56.0;5.0;5.5;0;50.0
16/06/2026 17:32:35;9;-56.0;-56.0;4.75;5.5;0;50.0
16/06/2026 17:32:36;10;-56.0;-55.0;5.0;5.75;0;50.0
