Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
28/06/2026 10:18:54;1;-43.0;-42.0;5.5;5.25;0;100.0
28/06/2026 10:18:55;2;-42.0;-43.0;5.5;6.0;0;100.0
28/06/2026 10:18:56;3;-42.0;-42.0;5.5;5.75;0;100.0
28/06/2026 10:18:57;4;-36.0;-33.0;5.25;5.5;0;100.0
28/06/2026 10:18:58;5;-31.0;-32.0;5.75;5.25;0;100.0
28/06/2026 10:18:59;6;-30.0;-31.0;5.0;6.0;0;100.0
28/06/2026 10:19:00;7;-29.0;-30.0;5.0;5.0;0;100.0
28/06/2026 10:19:01;8;-34.0;-29.0;5.0;5.25;0;100.0
28/06/2026 10:19:02;9;-28.0;-29.0;5.25;5.5;0;100.0
28/06/2026 10:19:03;10;-28.0;-28.0;5.25;5.75;0;100.0
