Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
18/06/2026 18:32:54;1;-59.0;-59.0;5.0;5.5;0;100.0
18/06/2026 18:32:55;2;-61.0;-61.0;5.0;5.75;0;100.0
18/06/2026 18:32:56;3;-61.0;-62.0;5.0;5.25;0;100.0
18/06/2026 18:32:57;4;-62.0;-62.0;4.75;5.5;0;100.0
18/06/2026 18:32:58;5;-62.0;-62.0;5.0;5.5;0;100.0
18/06/2026 18:32:59;6;-62.0;-62.0;4.75;5.5;0;100.0
18/06/2026 18:33:00;7;-62.0;-61.0;5.0;5.5;0;100.0
18/06/2026 18:33:01;8;-62.0;-62.0;5.0;5.75;0;100.0
18/06/2026 18:33:02;9;-62.0;-62.0;5.0;5.25;0;100.0
18/06/2026 18:33:03;10;-63.0;-62.0;4.75;5.25;0;100.0
18/06/2026 18:33:04;11;-62.0;-62.0;4.75;5.5;0;100.0
18/06/2026 18:33:05;12;-62.0;-62.0;5.0;5.25;0;100.0
18/06/2026 18:33:06;13;-62.0;-62.0;5.0;5.5;0;100.0
18/06/2026 18:33:07;14;-62.0;-62.0;5.0;5.75;0;100.0
18/06/2026 18:33:08;15;-62.0;-61.0;4.75;5.75;0;100.0
18/06/2026 18:33:09;16;-62.0;-61.0;5.25;5.25;0;100.0
18/06/2026 18:33:10;17;-62.0;-62.0;5.0;5.5;0;100.0
18/06/2026 18:33:11;18;-62.0;-61.0;4.75;5.25;0;100.0
18/06/2026 18:33:12;19;-62.0;-62.0;5.0;5.5;0;100.0
18/06/2026 18:33:13;20;-62.0;-61.0;4.75;5.25;0;100.0
18/06/2026 18:33:14;21;-62.0;-62.0;5.0;5.0;0;100.0
18/06/2026 18:33:15;22;-61.0;-60.0;5.25;5.5;0;100.0
18/06/2026 18:33:16;23;-61.0;-61.0;5.25;5.25;0;100.0
18/06/2026 18:33:17;24;-60.0;-61.0;4.5;5.5;0;100.0
18/06/2026 18:33:18;25;-61.0;-61.0;5.25;5.75;0;100.0
18/06/2026 18:33:19;26;-61.0;-61.0;5.0;6.0;0;100.0
18/06/2026 18:33:20;27;-60.0;-61.0;5.25;5.75;0;100.0
18/06/2026 18:33:21;28;-61.0;-61.0;5.25;5.75;0;100.0
18/06/2026 18:33:22;29;-61.0;-61.0;5.25;5.75;0;100.0
18/06/2026 18:33:23;30;-61.0;-60.0;5.25;6.0;0;100.0
18/06/2026 18:33:24;31;-61.0;-60.0;5.0;5.5;0;100.0
18/06/2026 18:33:25;32;-61.0;-60.0;5.25;5.5;0;100.0
