Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
28/05/2026 15:56:12;1;-42.0;-41.0;5.5;5.5;0;100.0
28/05/2026 15:56:13;2;-45.0;-44.0;5.0;5.5;0;100.0
28/05/2026 15:56:14;3;-45.0;-43.0;5.25;5.5;0;100.0
28/05/2026 15:56:15;4;-48.0;-43.0;5.5;5.25;0;100.0
28/05/2026 15:56:16;5;-46.0;-44.0;5.0;5.5;0;100.0
28/05/2026 15:56:17;6;-47.0;-46.0;5.75;5.25;0;100.0
28/05/2026 15:56:18;7;-48.0;-46.0;5.5;5.75;0;100.0
28/05/2026 15:56:19;8;-48.0;-47.0;5.25;5.75;0;100.0
28/05/2026 15:56:20;9;-48.0;-47.0;5.5;6.0;0;100.0
28/05/2026 15:56:21;10;-56.0;-55.0;5.25;5.75;0;100.0
