Time stamp;Contador;RSSI_DL;RSSI_UL;snr_DL;snr_UL;psr_DL;psr_UL
16/06/2026 15:47:37;1;-62.0;-65.0;5.25;5.0;0;100.0
16/06/2026 15:47:38;2;-53.0;-52.0;5.75;5.75;0;100.0
16/06/2026 15:47:39;3;-51.0;-51.0;5.5;5.0;0;100.0
16/06/2026 15:47:40;4;-53.0;-52.0;5.75;5.75;0;100.0
16/06/2026 15:47:41;5;-53.0;-52.0;5.75;5.75;0;100.0
16/06/2026 15:47:42;6;-52.0;-52.0;5.75;5.75;0;100.0
16/06/2026 15:47:43;7;-52.0;-52.0;5.75;5.75;0;100.0
16/06/2026 15:47:44;8;-51.0;-52.0;5.5;6.25;0;100.0
16/06/2026 15:47:45;9;-51.0;-52.0;5.5;5.75;0;100.0
16/06/2026 15:47:46;10;-53.0;-52.0;5.75;6.0;0;100.0
16/06/2026 15:47:47;11;-53.0;-53.0;5.5;6.0;0;100.0
16/06/2026 15:47:48;12;-53.0;-52.0;5.5;6.0;0;100.0
16/06/2026 15:47:49;13;-54.0;-53.0;6.0;5.75;0;100.0
16/06/2026 15:47:50;14;-53.0;-53.0;5.5;6.0;0;100.0
16/06/2026 15:47:51;15;-53.0;-52.0;5.75;6.0;0;100.0
16/06/2026 15:47:52;16;-53.0;-52.0;5.75;5.75;0;100.0
16/06/2026 15:47:53;17;-52.0;-52.0;5.5;6.0;0;100.0
16/06/2026 15:47:54;18;-53.0;-51.0;5.75;6.0;0;100.0
16/06/2026 15:47:55;19;-52.0;-51.0;5.75;6.0;0;100.0
16/06/2026 15:47:56;20;-53.0;-53.0;5.75;6.0;0;100.0
16/06/2026 15:47:57;21;-52.0;-52.0;5.5;6.0;0;100.0
16/06/2026 15:47:58;22;-52.0;-51.0;5.5;6.0;0;100.0
16/06/2026 15:47:59;23;-52.0;-51.0;5.5;5.25;0;100.0
16/06/2026 15:48:00;24;-52.0;-51.0;5.5;5.5;0;100.0
16/06/2026 15:48:01;25;-52.0;-51.0;5.75;5.25;0;100.0
16/06/2026 15:48:03;26;-51.0;-50.0;4.75;5.5;0;100.0
16/06/2026 15:48:04;27;-51.0;-50.0;5.0;5.5;0;100.0
16/06/2026 15:48:05;28;-51.0;-50.0;4.75;5.25;0;100.0
16/06/2026 15:48:06;29;-51.0;-50.0;5.0;5.5;0;100.0
16/06/2026 15:48:07;30;-51.0;-50.0;4.75;5.5;0;100.0
16/06/2026 15:48:08;31;-50.0;-49.0;5.5;5.75;0;100.0
16/06/2026 15:48:09;32;-50.0;-50.0;5.25;5.25;0;100.0
16/06/2026 15:48:10;33;-50.0;-49.0;5.0;5.5;0;100.0
16/06/2026 15:48:11;34;-50.0;-49.0;5.0;5.0;0;100.0
16/06/2026 15:48:12;35;-50.0;-50.0;5.0;5.25;0;100.0
16/06/2026 15:48:13;36;-51.0;-50.0;5.0;5.0;0;100.0
16/06/2026 15:48:14;37;-50.0;-50.0;4.5;5.25;0;100.0
16/06/2026 15:48:15;38;-50.0;-50.0;5.0;5.25;0;100.0
16/06/2026 15:48:16;39;-50.0;-49.0;4.75;5.25;0;100.0
16/06/2026 15:48:17;40;-50.0;-50.0;5.25;5.5;0;100.0
16/06/2026 15:48:18;41;-50.0;-50.0;5.25;5.5;0;98.78
16/06/2026 15:48:19;42;-74.0;-50.0;0.0;5.5;0;97.62
16/06/2026 15:48:20;43;-74.0;-50.0;0.0;5.5;0;96.51
16/06/2026 15:48:21;44;-74.0;-51.0;0.0;5.5;0;95.45
16/06/2026 15:48:22;45;-74.0;-51.0;0.0;5.5;0;94.44
16/06/2026 15:48:23;46;-74.0;-50.0;0.0;5.25;0;93.48
16/06/2026 15:48:24;47;-74.0;-50.0;0.0;5.25;0;92.55
16/06/2026 15:48:25;48;-74.0;-50.0;0.0;5.25;0;91.67
16/06/2026 15:48:26;49;-74.0;-50.0;0.0;5.25;0;90.82
16/06/2026 15:48:27;50;-49.0;-50.0;5.0;5.5;0;91.0
16/06/2026 15:48:28;51;-50.0;-49.0;5.0;5.5;0;91.18
16/06/2026 15:48:29;52;-50.0;-49.0;5.0;5.5;0;91.35
16/06/2026 15:48:30;53;-50.0;-49.0;5.0;5.5;0;91.51
16/06/2026 15:48:31;54;-50.0;-49.0;5.0;5.5;0;91.67
16/06/2026 15:48:32;55;-50.0;-49.0;5.0;5.75;0;91.82
16/06/2026 15:48:33;56;-50.0;-49.0;5.25;5.5;0;91.96
16/06/2026 15:48:34;57;-50.0;-49.0;5.0;5.5;0;92.11
16/06/2026 15:48:35;58;-50.0;-49.0;5.25;5.5;0;92.24
16/06/2026 15:48:36;59;-50.0;-48.0;5.25;5.25;0;92.37
