23/05/2026 21:00:48 ; []
23/05/2026 21:00:49 ; []
23/05/2026 21:00:50 ; []
23/05/2026 21:00:51 ; []
23/05/2026 21:00:52 ; []
23/05/2026 21:00:53 ; [77, 195, 179, 100, 117, 108, 111, 32, 76, 111, 82, 97, 32, 105]
23/05/2026 21:00:54 ; [110, 105, 99, 105, 97, 100, 111, 32, 110, 111, 114, 109, 97, 108]
23/05/2026 21:00:55 ; [109, 101, 110, 116, 101, 13, 10, 71, 97, 116, 101, 119, 97, 121]
23/05/2026 21:00:56 ; [32, 76, 111, 82, 97, 32, 73, 110, 105, 99, 105, 97, 108, 105]
23/05/2026 21:00:57 ; [122, 97, 100, 111, 32, 99, 111, 109, 32, 83, 117, 99, 101, 115]
23/05/2026 21:00:58 ; [115, 111, 33, 13, 10, 80, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:00:59 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 50, 0, 1, 0]
23/05/2026 21:01:01 ; [0, 0, 0, 0, 0, 90, 0, 50, 80, 0, 47, 0, 1, 0]
23/05/2026 21:01:02 ; [0, 0, 0, 0, 0, 90, 0, 47, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:03 ; [0, 0, 0, 0, 0, 90, 0, 52, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:04 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:05 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:06 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:07 ; [0, 0, 0, 0, 0, 90, 0, 52, 90, 0, 50, 0, 1, 0]
23/05/2026 21:01:08 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 50, 0, 1, 0]
23/05/2026 21:01:09 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:10 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 50, 0, 1, 0]
23/05/2026 21:01:11 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:12 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 50, 0, 1, 0]
23/05/2026 21:01:13 ; [0, 0, 0, 0, 0, 90, 0, 52, 88, 0, 52, 0, 1, 0]
23/05/2026 21:01:14 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:15 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 55, 0, 1, 0]
23/05/2026 21:01:16 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 60, 0, 1, 0]
23/05/2026 21:01:17 ; [0, 0, 0, 0, 0, 90, 0, 52, 78, 0, 52, 0, 1, 0]
23/05/2026 21:01:18 ; [0, 0, 0, 0, 0, 90, 0, 52, 90, 0, 60, 0, 1, 0]
23/05/2026 21:01:19 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 55, 0, 1, 0]
23/05/2026 21:01:20 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 55, 0, 1, 0]
23/05/2026 21:01:21 ; [0, 0, 0, 0, 0, 90, 0, 50, 90, 0, 60, 0, 1, 0]
23/05/2026 21:01:22 ; [0, 0, 0, 0, 0, 88, 0, 60, 88, 0, 52, 0, 1, 0]
23/05/2026 21:01:23 ; [0, 0, 0, 0, 0, 88, 0, 47, 88, 0, 47, 0, 1, 0]
23/05/2026 21:01:24 ; [0, 0, 0, 0, 0, 88, 0, 45, 88, 0, 52, 0, 1, 0]
23/05/2026 21:01:25 ; [0, 0, 0, 0, 0, 90, 0, 50, 88, 0, 52, 0, 1, 0]
23/05/2026 21:01:26 ; [0, 0, 0, 0, 0, 88, 0, 50, 88, 0, 52, 0, 1, 0]
23/05/2026 21:01:27 ; [0, 0, 0, 0, 0, 88, 0, 47, 88, 0, 50, 0, 1, 0]
23/05/2026 21:01:28 ; [0, 0, 0, 0, 0, 90, 0, 52, 90, 0, 52, 0, 1, 0]
23/05/2026 21:01:29 ; [0, 0, 0, 0, 0, 88, 0, 50, 88, 0, 50, 0, 1, 0]
23/05/2026 21:01:30 ; [0, 0, 0, 0, 0, 90, 0, 50, 88, 0, 55, 0, 1, 0]
23/05/2026 21:01:31 ; [0, 0, 0, 0, 0, 90, 0, 50, 88, 0, 50, 0, 1, 0]
23/05/2026 21:01:32 ; [0, 0, 0, 0, 0, 86, 0, 55, 86, 0, 62, 0, 1, 0]
23/05/2026 21:01:33 ; [0, 0, 0, 0, 0, 88, 0, 57, 86, 0, 57, 0, 1, 0]
23/05/2026 21:01:34 ; [0, 0, 0, 0, 0, 88, 0, 55, 86, 0, 57, 0, 1, 0]
23/05/2026 21:01:35 ; [0, 0, 0, 0, 0, 88, 0, 52, 86, 0, 60, 0, 1, 0]
23/05/2026 21:01:36 ; [0, 0, 0, 0, 0, 90, 0, 50, 88, 0, 52, 0, 1, 0]
23/05/2026 21:01:37 ; [0, 0, 0, 0, 0, 77, 195, 179, 100, 117, 108, 111, 32, 76]
23/05/2026 21:01:38 ; [111, 82, 97, 32, 105, 110, 105, 99, 105, 97, 100, 111, 32, 110]
23/05/2026 21:01:39 ; [111, 114, 109, 97, 108, 109, 101, 110, 116, 101, 13, 10, 71, 97]
23/05/2026 21:01:40 ; [116, 101, 119, 97, 121, 32, 76, 111, 82, 97, 32, 73, 110, 105]
23/05/2026 21:01:41 ; [99, 105, 97, 108, 105, 122, 97, 100, 111, 32, 99, 111, 109, 32]
23/05/2026 21:01:42 ; [83, 117, 99, 101, 115, 115, 111, 33, 13, 10, 88, 0, 57, 86]
23/05/2026 21:01:43 ; [0, 60, 0, 1, 0, 0, 0, 0, 0, 0, 90, 0, 50, 90]
23/05/2026 21:01:44 ; [0, 52, 0, 1, 0, 0, 0, 0, 0, 0, 78, 0, 47, 88]
23/05/2026 21:01:45 ; [0, 50, 0, 1, 0, 0, 0, 0, 0, 0, 86, 0, 47, 88]
23/05/2026 21:01:46 ; [0, 52, 0, 1, 0, 0, 0, 0, 0, 0, 88, 0, 47, 88]
