Time stamp;Contador;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL
23/05/2026 21:04:17;1;-39.0;-42.0;4.5;6.0;0;0
23/05/2026 21:04:18;2;-42.0;-42.0;5.5;5.5;0;0
23/05/2026 21:04:19;3;-40.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:20;4;-41.0;-42.0;5.7;6.0;0;0
23/05/2026 21:04:21;5;-42.0;-42.0;5.2;5.7;0;0
23/05/2026 21:04:22;6;-42.0;-42.0;5.5;6.0;0;0
23/05/2026 21:04:23;7;-41.0;-42.0;5.7;6.0;0;0
23/05/2026 21:04:24;8;-41.0;-42.0;5.7;5.7;0;0
23/05/2026 21:04:25;9;-41.0;-42.0;5.7;5.7;0;0
23/05/2026 21:04:26;10;-42.0;-42.0;5.2;6.0;0;0
23/05/2026 21:04:27;11;-42.0;-42.0;5.2;5.7;0;0
23/05/2026 21:04:28;12;-42.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:29;13;-41.0;-42.0;5.5;6.0;0;0
23/05/2026 21:04:30;14;-42.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:31;15;-41.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:32;16;-42.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:33;17;-42.0;-42.0;5.5;6.0;0;0
23/05/2026 21:04:34;18;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:35;19;-42.0;-42.0;5.7;6.0;0;0
23/05/2026 21:04:36;20;-42.0;-42.0;5.7;5.7;0;0
23/05/2026 21:04:37;21;-42.0;-42.0;5.7;6.0;0;0
23/05/2026 21:04:38;22;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:39;23;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:40;24;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:41;25;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:42;26;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:43;27;-42.0;-42.0;5.5;6.0;0;0
23/05/2026 21:04:44;28;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:45;29;-42.0;-42.0;5.7;5.5;0;0
23/05/2026 21:04:46;30;-42.0;-43.0;5.5;6.0;0;0
23/05/2026 21:04:47;31;-42.0;-43.0;5.7;5.7;0;0
23/05/2026 21:04:48;32;-42.0;-43.0;5.5;5.7;0;0
23/05/2026 21:04:49;33;-42.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:50;34;-42.0;-43.0;5.5;6.0;0;0
23/05/2026 21:04:51;35;-42.0;-42.0;5.7;5.7;0;0
23/05/2026 21:04:52;36;-42.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:53;37;-42.0;-42.0;5.7;5.7;0;0
23/05/2026 21:04:54;38;-41.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:55;39;-41.0;-41.0;5.5;5.7;0;0
23/05/2026 21:04:56;40;-91.0;-96.0;1236.4;13.1;0;0
23/05/2026 21:04:57;41;-42.0;-42.0;5.5;5.7;0;0
23/05/2026 21:04:58;42;-41.0;-42.0;5.2;6.0;0;0
23/05/2026 21:04:59;43;-42.0;-42.0;5.5;6.0;0;0
23/05/2026 21:05:00;44;-41.0;-42.0;5.2;6.0;0;0
23/05/2026 21:05:01;45;-41.0;-42.0;5.2;5.7;0;0
23/05/2026 21:05:02;46;-42.0;-42.0;5.7;6.0;0;0
23/05/2026 21:05:03;47;-42.0;-43.0;5.5;5.7;0;0
23/05/2026 21:05:04;48;-41.0;-41.0;5.0;5.7;0;0
23/05/2026 21:05:05;49;-41.0;-41.0;5.0;5.7;1;0
23/05/2026 21:05:06;50;-41.0;-42.0;4.7;6.0;1;0
23/05/2026 21:05:07;51;-41.0;-42.0;4.7;5.7;1;0
23/05/2026 21:05:08;52;-41.0;-42.0;5.2;6.0;1;0
23/05/2026 21:05:09;53;-41.0;-42.0;5.2;6.0;1;0
23/05/2026 21:05:10;54;-41.0;-41.0;4.5;5.5;1;0
23/05/2026 21:05:11;55;-41.0;-42.0;5.0;5.7;1;0
23/05/2026 21:05:12;56;-41.0;-42.0;5.5;5.7;1;0
23/05/2026 21:05:13;57;-41.0;-42.0;5.5;6.0;1;0
23/05/2026 21:05:14;58;-41.0;-42.0;6.0;6.0;1;0
23/05/2026 21:05:15;59;-41.0;-41.0;5.5;5.7;1;0
23/05/2026 21:05:16;60;-42.0;-42.0;5.5;6.2;1;0
23/05/2026 21:05:18;61;-42.0;-41.0;5.2;5.7;1;0
23/05/2026 21:05:19;62;-41.0;-42.0;5.5;6.0;1;0
23/05/2026 21:05:20;63;-41.0;-41.0;5.0;5.7;1;0
23/05/2026 21:05:21;64;-41.0;-42.0;5.0;5.7;1;0
23/05/2026 21:05:22;65;-40.0;-42.0;4.7;5.5;1;0
23/05/2026 21:05:23;66;-41.0;-42.0;4.7;5.7;1;0
23/05/2026 21:05:24;67;-41.0;-41.0;4.7;5.5;1;0
23/05/2026 21:05:25;68;-41.0;-42.0;4.7;6.2;1;0
23/05/2026 21:05:26;69;-41.0;-42.0;4.7;6.0;1;0
23/05/2026 21:05:27;70;-41.0;-42.0;5.2;5.7;1;0
23/05/2026 21:05:28;71;-41.0;-41.0;4.7;6.0;1;0
23/05/2026 21:05:29;72;-41.0;-42.0;5.2;5.7;1;0
23/05/2026 21:05:30;73;-41.0;-42.0;5.5;5.7;1;0
23/05/2026 21:05:31;74;-42.0;-42.0;6.2;6.0;1;0
23/05/2026 21:05:32;75;-42.0;-43.0;5.5;5.7;1;0
23/05/2026 21:05:33;76;-42.0;-42.0;6.0;6.0;1;0
23/05/2026 21:05:34;77;-42.0;-42.0;5.5;6.0;1;0
23/05/2026 21:05:35;78;-41.0;-42.0;5.7;5.7;1;0
23/05/2026 21:05:36;79;-42.0;-42.0;5.5;5.7;1;0
23/05/2026 21:05:37;80;-42.0;-43.0;5.7;5.7;1;0
23/05/2026 21:05:38;81;-42.0;-42.0;5.7;6.0;1;0
23/05/2026 21:05:39;82;-42.0;-43.0;5.5;5.7;1;0
23/05/2026 21:05:40;83;-42.0;-43.0;5.5;6.0;1;0
23/05/2026 21:05:41;84;-42.0;-42.0;5.2;6.0;1;0
23/05/2026 21:05:42;85;-42.0;-42.0;5.5;6.0;1;0
23/05/2026 21:05:43;86;-42.0;-42.0;5.7;5.7;1;0
23/05/2026 21:05:44;87;-41.0;-42.0;5.7;5.7;1;0
23/05/2026 21:05:45;88;-40.0;-41.0;4.5;5.7;1;0
23/05/2026 21:05:46;89;-39.0;-42.0;4.2;5.7;1;0
23/05/2026 21:05:47;90;-41.0;-42.0;4.7;5.7;1;0
23/05/2026 21:05:48;91;-42.0;-43.0;5.7;5.5;1;0
23/05/2026 21:05:49;92;-42.0;-41.0;5.5;5.2;1;0
23/05/2026 21:05:50;93;-41.0;-42.0;5.0;5.7;1;0
23/05/2026 21:05:51;94;-42.0;-42.0;5.5;6.5;1;0
23/05/2026 21:05:52;95;-43.0;-42.0;5.7;6.2;1;0
23/05/2026 21:05:53;96;-41.0;-42.0;6.0;6.0;1;0
23/05/2026 21:05:54;97;-42.0;-42.0;5.5;7.0;1;0
23/05/2026 21:05:55;98;-42.0;-43.0;5.5;5.5;1;0
23/05/2026 21:05:56;99;-42.0;-43.0;5.7;6.0;1;0
23/05/2026 21:05:57;100;-42.0;-43.0;6.0;6.0;1;0
